REGISTRY_CODE,IDENTIFIER_IN_REG,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,Comment,PRTR_ID,tot,bio,est_bio,Verified,ALLOCATED_2015,ALLOCATED_RESERVE_2015,ALLOCATED_TRANSITIONAL_2015,,ACCOUNT_CLOSURE
GB,Operator Account,Archer Daniels Midland Erith Ltd,459,UK-E-IN-11779,1,,,,,,74500,60083,0,0,,OPEN
BE,341 Biowanze,Biowanze,742,WAI200P126,99,,,,,,74441,147205,0,0,,OPEN
PL,Elektrociep?ownia Jankowice,ELEKTROCIEP?OWNIA JANKOWICE,121,PL-0150-05,1,,,,,,74404,20721,0,0,,OPEN
GB,Armada,Armada,50,GB-DTI6400,1,,,,,,74234,135611,0,0,,OPEN
IT,Operator Account,IMPIANTO PER LA PRODUZIONE DI VETRO CAVO MECCANICO,397,IT-A-602,7,,,,,,74230,52798,0,0,,OPEN
GB,Smurfit Kappa SSK,Smurfit Kappa SSK,862,UK-E-IN-11966,36,,,,,,74213,49908,0,0,,OPEN
PT,189-SN Maia - Siderurgia Nacional SA,SN MAIA - Siderurgia Nacional S.A,171,150,24,,,,,,74153,87908,0,0,,OPEN
ES,Comercial e Industrial Aries S.A.,Comercial e Industrial Aries S.A. - 1,388,ES080806000472,30,,,,,,74126,76813,0,0,,OPEN
GB,Operator Account,Wigton Boiler Plant,103,UK-E-IN-11416,1,,,,,,74090,41378,0,0,,OPEN
SK,Sere?,Tepláre? na výrobu cukru,108,202-001-2012,20,,,,,,74033,18125,0,0,,OPEN
DE,1020 - HKW_Schoeneweide,BTB HKW Schöneweide,1002,14310-0427,20,,,,,,73955,21258,0,0,,OPEN
DE,1046 - Anlagenkonto,Kiel HKW Humboldtstr.,1028,14310-0455,20,,,,,,73743,36853,0,0,,OPEN
DE,967 - Anlagenkonto,Thermalanlagen SD 2 / SD 3 - Dampfkesselanlagen,949,14310-0367,20,,,,,,73707,66453,0,0,,OPEN
DE,1377 - Anlagenkonto,Co-Generation Anlage,1359,14310-0814,20,,,,,,73600,52431,0,0,,OPEN
ES,Papresa S.A. + Cogeneración,Papresa S.A. + Cogeneración,789,ES192009000929,35,,,,,,73560,102695,0,0,,OPEN
PL,KOT?OWNIA REJONOWA NR 1,Kot?ownia Rejonowa nr 1,833,PL-0325-05,20,,,,,,73560,42450,0,0,,OPEN
GB,Operator Account,Kronospan Ltd,247,UK-W-IN-11583,20,,,,,,73477,119068,0,0,,OPEN
DE,Werk Herzogenrath,Glasschmelzanlage zur Herstellung von Flachglas,195,14250-0009,31,,,,,,73464,76554,0,0,,OPEN
BE,1211 Agfa-Gevaert nv- Mortsel,Agfa-Gevaert nv- Mortsel,203897,VL133A,20,,,,,,73335,64219,0,0,,OPEN
DE,628 - ETT,Produktion Ettringen,610,14280-0129,36,,,,,,73282,106985,0,0,,OPEN
DK,Jet Time,32158,201630,32158-1,10,,,,,,73092,37740,0,0,,OPEN
ES,Gerdau Aceros Especiales Europa S.L. - Planta de Reinosa,Sidenor Industrial S.L. fabrica de Reinosa,243,ES053905000315,24,,,,,,72985,88022,0,0,,OPEN
ES,Cogeneracion de Opel España de Automoviles S.L. - General Motors España S.L.,Cogeneracion de Opel España de Automoviles S.L.,164,ES025001000175,20,,,,,,72969,60832,0,0,,OPEN
AT,UPM Steyrermühl,Steyrermühl AG Steyrermühl,171,IPA087,36,,,,,,72952,142410,0,0,,OPEN
DE,Walhalla Kalkproduktionsgesellschaft mbH,Walhalla Kalkproduktionsgesellschaft mbH,205562,14240-0095,30,,,,,,72934,0,106635,0,,OPEN
NL,Air Liquide Industrie B.V. vestiging Bergen op Zoom,Air Liquide Industrie B.V. vest. Bergen op Zoom,204445,NL-200400028,43,,,,,,72884,67400,0,0,,OPEN
ES,Saint-Gobain Cristalería S.L - Arbós del Penedés,Saint-Gobain Cristalería S.L - Arbós del Penedés,522,ES084307000609,31,,,,,,72855,69506,0,0,,OPEN
BG,Calcit J.S.C,Calcit,67,BG-P25,30,,,,,,72825,44900,0,0,,OPEN
AT,Auersthal,Auersthal,206145,EVS228,99,,,,,,72769,67980,0,0,,OPEN
DE,Melaminfabrik-HP3_Teil,Melaminfabrik-HP3-Teil,202003,14616-0107,42,,,,,,72646,80561,0,0,,OPEN
SE,Bristaverket Block 2,Bristaverket Block 2,205906,01-563-018517-2013,20,,,,,,72584,0,63220,0,,OPEN
AT,Veitsch-Radex Radenthein,Veitsch-Radex Radenthein,73,IFE125,8,,,,,,72522,69261,0,0,,OPEN
CZ,Tereos TTD - Cukrovar ?eské Mezi?í?í,Tereos TTD - Cukrovar ?eskéMezi?í?í,370,CZ-0342-06,1,,,,,,72429,28756,0,0,,OPEN
DE,697 - Anlagenkonto,Heizkraftwerk zur Papierfabrik,679,14310-0064,20,,,,,,72403,32408,0,0,,OPEN
DE,1390 - Anlagenkonto,Flughafen München GmbH - Energiezentrale,1372,14310-0827,20,,,,,,72371,25160,0,0,,OPEN
FR,Cpte de dépôt Usine VOA-VERRERIE D'ALBI,VOA VERRERIE D'ALBI,864,6802238,31,,,,,,72362,55782,0,0,,OPEN
NO,SMA Mineral AS,SMA Mineral AS,67,NO-2006-49,30,,,,,,72321,68961,0,0,,OPEN
HU,Operator Account:HU15,Bakonyi Eromu Rt. Ajkai Hoeromu,13,HU-UHG5317-1-04,1,,,,,,72258,23512,0,0,,OPEN
PL,Instalacja do wytwarzania produktów ceramicznych przez wypalanie,Inst. do wytw. prod. ceramicznych przez wypalanie,202433,PL-1030-13,32,,,,,,72205,80717,0,0,,OPEN
NO,Statoil ASA Stureterminalen,Statoil ASA Stureterminalen,91,NO-2006-83,1,,,,,,72148,70071,0,0,,OPEN
DE,Anlagenkonto EO-Anlage,Ethylenoxid-Anlage,202606,14616-0033,42,,,,,,72130,49541,0,0,,OPEN
ES,Bayer Materialscience S.L.,Bayer Materialscience S.L.,926,ES084301001083,20,,,,,,72074,39391,0,0,,OPEN
FR,CPTE CCIAG LA POTERNE,CHAUFFERIE DE LA POTERNE,380,6102957,1,,,,,,72013,34748,0,0,,OPEN
IT,Operator Account,Stabilimento di Castellana Grotte (BA),802,IT-A-1203,7,,,,,,72005,47619,0,0,,OPEN
ES,Compañía Energetica de Pata de Mulo S.L.,Compañía Energetica de Pata de Mulo S.L.,30,ES011401000030,20,,,,,,71987,30388,0,0,,OPEN
FR,CPTE TOURRES et Cie,TOURRES & Cie,254,5800305,31,,,,,,71965,51355,0,0,,OPEN
SE,Kristineheds Avfallsvärmeverk,Kristineheds Avfallsvärmeverk,205652,SE-13-563-007751-2012,20,,,,,,71889,58780,0,0,,OPEN
IT,TRAPANI,Centrale Turbogas di Trapani,535,IT-A-796,20,,,,,,71878,0,0,0,,OPEN
NL,AVEBE U.A. locatie Gasselternijveen,AVEBE U.A. locatie Gasselternijveen,48,NL-200400188,1,,,,,,71855,53108,0,0,,OPEN
IT,Operator Account,Lfoundry S.r.l.,739,IT-A-1120,20,,,,,,71845,23924,0,0,,OPEN
DE,Anlagenkonto Anlage1600-Kraftwerk,Anlage 1600 - Kraftwerk NDK - DEA,1285,14310-0734,20,,,,,,71790,103032,0,0,,OPEN
GB,NPUL Operator Account - Ettrick,Aoka Mizu (Ettrick),1119,GB-DTI-1012,20,,,,,,71739,29514,0,0,,OPEN
HU,Pannonia Ethanol Zrt.,Pannonia Ethanol Zrt.,201935,UHG4617-1-11,1,etanol,253878,0.103,,0,103226,0,68366,0,,OPEN
ES,Befesa Zinc Aser S.A.U.,Befesa Zinc Aser S.A.U.,202151,ES19480910698,28,,,,,,71706,74621,0,0,,OPEN
IT,Acciaierie Grigoli Trading,NLMK VERONA S.P.A.,964,IT-A-1205,5,,,,,,71678,45505,5181,0,,OPEN
FR,Quota CO2 Boiry,Sucrerie de Boiry,920,7000656,20,,,,,,71674,63565,0,0,,OPEN
ES,ArcelorMittal Sagunto S.L.,ArcelorMittal Sagunto S.L.,988,ES104601001147,25,,,,,,71519,94155,0,0,,OPEN
NL,Chemelot BKG 12,Chemelot BKG 12,204636,NL-200400161K,20,,,,,,71495,121643,0,0,,OPEN
NL,Tate & Lyle Netherlands B.V.,Tate & Lyle Netherlands B.V.,45,NL-200400127,1,,,,,,71379,51509,0,0,,OPEN
GB,Ardagh Glass - Headlands,Ardagh Glass - Headlands,855,UK-E-IN-11669,7,,,,,,71306,61167,0,0,,OPEN
IT,Operator Account,Stabilimento di APRILIA (LT),445,IT-A-676,7,,,,,,71273,35042,0,0,,OPEN
EE,Operator Account:EE6,Eesti Energia AS Iru Elektrijaam,3,EE-KL-0003,1,,,,,,71214,81544,0,0,,OPEN
ES,Colorobbía España S.A.,Colorobbía España S.A.,555,ES101207000646,31,,,,,,71212,65565,0,0,,OPEN
PL,CIEP?OWNIA C-1,CIEP?OWNIA C-,223,PL-0346-05,20,,,,,,71165,46109,0,0,,08-MAY-15
GB,Operator Account,The Girvan Distillery,649,UK-S-IN-12389,1,,,,,,71129,28428,0,0,,OPEN
DE,577 - Anlagenkonto,Kartonmaschine zur Faltschachtelkartonproduktion,559,14280-0070,36,,,,,,71031,58803,0,0,,OPEN
RO,Operator Account,SC Carm.Hold. SRL Brasov-Pdl Chiscadaga,57,RO-34-2012,30,,,,,,71016,88896,0,0,,OPEN
ES,Frinsa del Noroeste S.A.,Frinsa del Noroeste S.A.,638,ES121501000734,20,,,,,,70974,14840,0,0,,OPEN
DE,1501 - Anlagenkonto,Kraftwerk Bochum,1483,14310-0947,20,,,,,,70970,57229,0,0,,OPEN
DE,1825 - Verdichter - Rückersdorf,Erdgasverdichterstation Rückersdorf,1807,14330-0008,20,,,,,,70969,75853,0,0,,OPEN
DE,565 - Anlagenkonto,BW 04188888 Papiermaschinen,547,14280-0057,36,,,,,,70837,28512,18631,0,,OPEN
SK,Mondi SCP a.s.,Výroba celulózy a papiera,79,508-003-2012,36,,,,,,70783,178821,0,0,,OPEN
AT,SCA Ortmann,SCA Ortmann,169,IPA080,36,,,,,,70734,43715,0,0,,OPEN
PL,Elektrociep?ownia Zdu?ska Wola,ELEKTROCIEP?OWNIA ZDU?SKA WOLA,47,PL-0050-05,20,,,,,,70730,37024,0,0,,OPEN
RO,Operator Account,EU-ETS nr.1,77,RO-166-2013,20,,,,,,70567,59251,0,0,,OPEN
DE,984 - Anlagenkonto,Heizkraftwerk Bochum Hiltrop,966,14310-0387,20,,,,,,70532,31694,0,0,,OPEN
DE,EOEG-Betrieb (B02),B02-Ethylenoxid,202195,14616-0180,42,,,,,,70486,47860,0,0,,OPEN
NL,ENGIE E&P Nederland B.V. L10-A platform,ENGIE E&P Nederland B.V. L10-A platform,205145,NL-200400172,20,,,,,,70479,71189,0,0,,OPEN
IT,cogefiumicino,Cogenerazione Fiumicino,1089,IT-A-1551,1,,,,,,70448,6613,0,0,,OPEN
GB,BASF (Bradford),BASF plc - Bradford,1017,UK-E-IN-13277,42,,,,,,70438,51438,0,0,,OPEN
DE,516 - Anlagenkonto,Anlage zur Papierherstellung,498,14280-0005,36,,,,,,70409,29143,3560,0,,OPEN
DE,1315 - Anlagenkonto,Kraft-Wärme-Kälte-Kopplungsanlage Heidelberg,1297,14310-0748,20,,,,,,70389,30681,0,0,,OPEN
DE,808 - Anlagenkonto,Heizkraftwerk Darmstadt,790,14310-0186,20,,,,,,70317,53820,0,0,,OPEN
DE,1821 - Anlagenkonto,Verdichterstation Visbek - Gasturbinenanlage,1803,14330-0004,20,,,,,,70236,77519,0,0,,OPEN
DE,1164 - Anlagenkonto,Heizkraftwerk Freiburg,1146,14310-0586,20,,,,,,70178,39355,0,0,,OPEN
DE,Ofenanlage Caaschwitz,Schachtofenanlage Caaschwitz,1875,14240-0077,30,,,,,,70160,52362,0,0,,OPEN
FI,PKT Varkauden tehtaat:FI412,Varkauden tehtaat,399,FI-38431104,9,,,,,,69971,109919,0,0,,OPEN
IT,Operator Account,DELICARTA Divisione Cartiera,385,IT-A-589,9,,,,,,69952,37410,0,0,,OPEN
RO,Operator Account,SC Simcor Var SA  Deva -Punct de lucru Tg-Jiu,190,RO-27-2012,30,,,,,,69940,84454,0,0,,OPEN
ES,Cal de Castilla S.A.,Cal de Castilla S.A.,697,ES152806000823,30,,,,,,69926,108490,0,0,,OPEN
DE,1421 - Anlagenkonto,GuD-Anlage Bitterfeld,1403,14310-0860,20,,,,,,69905,103320,0,0,,OPEN
GB,Operator Account,Rough 47/3B,2,GB-DTI0200,1,,,,,,69845,63833,0,0,,OPEN
IT,Marazzi Group - Fiorano Modenese,MARAZZI Stabilimento Fiorano Modenese,202162,IT-A-2193,32,,,,,,69814,49538,0,0,,OPEN
CZ,RWE Energo - Teplárna Náchod,RWE Energo - Teplárna Náchod,6,CZ-0024-05,20,,,,,,69808,30965,0,0,,OPEN
GB,Leeds Infirmary Generating Station Complex,Leeds Infirmary Generating Station,406,UK-E-IN-11733,1,,,,,,69784,22607,0,0,,OPEN
SE,Filborna KVV1,Filborna KVV1,205903,SE-12-563-27022-2012,20,,,,,,69770,0,49549,0,,OPEN
CZ,VÍTKOVICE HEAVY MACHINERY,VÍTKOVICE HEAVY MACHINERY a.s.,37,CZ-0084-05,20,,,,,,69731,110328,0,0,,OPEN
NO,Lundin Norway AS Edvard Grieg,Edvard Grieg,206985,NO-2014-1751,20,,,,,,69697,-1,-1,-1,,OPEN
HR,Tvornica še?era Osijek - ra?un 1,Tvornica še?era Osijek d.o.o.,204105,HR-315,20,,,,,,69659,57971,0,0,,OPEN
DE,1136 - Anlagenkonto,BMS-Kraftwerk SH 51011008963 0041,1118,14310-0555,20,,,,,,69654,71197,0,0,,OPEN
DE,609 - Anlagenkonto,Papiermaschinen 1-4,591,14280-0105,36,,,,,,69589,211121,0,0,,OPEN
RO,Operator Account,STIROM SA,197,RO-38-2012,31,,,,,,69385,44113,0,0,,OPEN
IT,Operator Account,Cartiera Lucchese Spa - Stabilimento di Porcari,694,IT-A-1029,9,,,,,,69275,40074,0,0,,OPEN
DE,1593 - Anlagenkonto,Heizkraftwerk Neumünster,1575,14310-1060,20,,,,,,69246,29022,0,0,,OPEN
SI,KOLI?EVO KARTON,Kolicevo karton d.o.o.,27,SI-35433-4-2004,36,,,,,,69244,68326,0,0,,OPEN
FI,Kaipola:FI459,Kaipolan paperitehdas,440,FI-49131104,9,,,,,,69241,192610,0,0,,OPEN
DE,1366 - Anlagenkonto,Kraftwerk Werk Sigmundshall,1348,14310-0802,20,,,,,,69189,41217,0,0,,OPEN
IT,Piattaforma Barbara T2,Piattaforma Barbara T2,627,IT-A-927,20,,,,,,68871,84881,0,0,,OPEN
PL,CIEP?OWNIA,CIEP?OWNIA,350,PL-0612-05,1,,,,,,68834,20836,0,0,,OPEN
IT,CENTRALE COGENERAZIONE BORGO TRENTO,Centrale di Cogenerazione di Borgo Trento,229,IT-A-278,1,,,,,,68784,20901,0,0,,OPEN
LT,UAB Hoegh LNG Klaipeda,Suskystint? gamtini? duj? importo terminalo laivas,206978,T-KL-1-1-2014,20,,,,,,68709,0,47571,0,,OPEN
GB,Operator Account,Runcorn Halochemicals Manufacturing,222,UK-E-IN-11553,1,,,,,,68677,165537,0,0,,OPEN
ES,Pamesa Cerámica S.L.,Pamesa Cerámica S.A.,1051,ES101201001212,32,,,,,,68660,48590,0,0,,OPEN
ES,Cales de Llierca S.A.,Cales de Llierca S.A.,386,ES081706000470,30,,,,,,68655,61474,0,0,,OPEN
DE,781 - Anlagenkonto,Energiezentrum Mohn Media,763,14310-0157,20,,,,,,68492,25532,0,0,,OPEN
ES,Gas Natural Fenosa Generación S.L.U. -  Palos de la Frontera,CCC -Palos de la Frontera,52,ES012101000055,20,,,,,,68466,-1,-1,-1,,OPEN
DE,1829 - Speicher - Rehden,Erdgasverdichterstation Rehden,1811,14330-0012,20,,,,,,68363,42030,0,0,,OPEN
ES,Financiera Maderera S.A. (Finsa-Padrón),Financiera Maderera S.A. (Finsa-Padrón),641,ES121501000737,20,,,,,,68265,43386,0,0,,OPEN
ES,Cogeneración del Noroeste S.L. - San Cibrao das Viñas,Cogeneración del Noroeste - San Cibrao das Viñas,639,ES123201000735,20,,,,,,68135,-1,-1,-1,,OPEN
DE,Knapsack I,Gas und Dampfturbinen Kraftanlage Knapsack,1888,14310-1410,20,,,,,,68120,-1,-1,-1,,OPEN
ES,Papeles y Cartones de Europa S.A. - Instalación de Alcolea de Cinca,Papeles y Cartones de Europa S.A.-Alcolea de Cinca,180,ES022209000194,36,,,,,,68119,23436,0,0,,OPEN
IT,Colleferro_new,Centrale Termoelettrica di Colleferro,1247,IT-A-1694,1,,,,,,68110,0,14343,0,,OPEN
ES,Nervacero S.A.,Nervacero S.A.,808,ES194805000948,24,,,,,,68060,124558,0,0,,OPEN
FR,DILLINGER FRANCE,DILLINGER FRANCE,205820,7000438,20,,,,,,68033,73295,0,0,,OPEN
DE,Burghausen SR 123 Az.: 14611-0002,Burghausen,202351,14611-0002,43,,,,,,68021,105165,0,0,,OPEN
SK,Enviral a.s.,Kotol?a Sušiare?,180,203-003-2012,20,,,,,,67864,59734,5291,0,,OPEN
ES,Olextra S.A.,Olextra S.A.,37,ES012901000038,20,,,,,,67731,27053,0,0,,OPEN
NL,Mayr-Melnhof Eerbeek B.V.,Mayr-Melnhof Eerbeek B.V.,86,NL-200400078,36,,,,,,67645,34045,0,0,,OPEN
IT,Operator Account,Saint-Gobain Vetri stabilimento di Pescia,393,IT-A-598,7,,,,,,67612,46624,0,0,,OPEN
DK,Saint Gobain,Saint-Gobain Weber A/S,354,TCO2-1728,32,,,,,,67562,53162,0,0,,OPEN
DE,846 - Anlagenkonto,X- Kraftwerk NW 1054088 207,828,14310-0230,20,,,,,,67430,63282,0,0,,OPEN
DE,1386 - Anlagenkonto,GuD-Anlage Leuna,1368,14310-0823,20,,,,,,67316,69920,0,0,,OPEN
ES,Siderúrgica Sevillana S.A.,Siderúrgica Sevillana S.A.,68,ES014105000076,24,,,,,,67223,84556,0,0,,OPEN
IE,Operator Account,Dairygold Co-Operative Society Limited,40,IE-GHG050,20,,,,,,67219,29960,0,0,,OPEN
DE,180 - Schladen,Kalkbrennanlage Schladen,162,14240-0046,30,,,,,,67195,54711,0,0,,OPEN
DE,Lhoist Kalkproduktionsgesellschaft Istein mbH,Lhoist Kalkproduktionsgesellschaft Istein mbH,205563,14240-0096,30,,,,,,67033,0,103470,0,,OPEN
PL,Ciep?ownia FIBRIS S.A. w Przemy?lu,Ciep?ownia FIBRIS S.A. w Przemy?lu,351,PL-0613-05,20,,,,,,66962,22396,0,0,,OPEN
ES,Fuente de Piedra Gestión S.L.U,Fuente de Piedra Gestión S.L.U.,22,ES012901000022,20,,,,,,66933,25514,0,0,,OPEN
IE,Operator Account,Clogrennane Lime Ltd.,35,IE-GHG044,6,,,,,,66861,81062,0,0,,OPEN
FI,Äänekosken tehdas:FI324,Äänekosken tehtaat,416,FI-54731104,9,,,,,,66784,46652,0,0,,OPEN
IT,Operator Account,Cogenerazione zona industriale,216,IT-A-263,1,,,,,,66737,10151,0,0,,OPEN
ES,Bioenergética Egabrense S.A.,Bioenergética Egabrense S.A.,26,ES011401000026,20,,,,,,66464,24901,0,0,,OPEN
IT,Operator Account,Stabilimento di Palagiano,817,IT-A-1224,30,,,,,,66433,56455,0,0,,OPEN
GB,Sean,Sean,714,GB-DTI9940,20,,,,,,66303,24217,0,0,,OPEN
DE,1352 - Anlagenkonto,HKW Uni Göttingen,1334,14310-0788,20,,,,,,66195,30334,0,0,,OPEN
AT,Nettingsdorfer Ansfelden,Nettingsdorfer Ansfelden,87,IPA090,36,,,,,,66093,110911,0,0,,OPEN
BG,Toplofikatsia Bourgas,Toplofikatsia Bourgas,15,BG-P61,20,,,,,,65986,36641,0,0,,OPEN
GB,Portbury,Siniat - Portbury,942,UK-E-IN-11885,34,,,,,,65948,49235,0,0,,OPEN
DE,Evonik Degussa GmbH - PS-Anlage Wesseling,Segment Performance Silica (WES-PS),202634,14310-1512,20,,,,,,65922,53690,0,0,,OPEN
CZ,LASSELSBERGER - závod Chlum?any,LASSELSBERGER - závod Chlum?any,314,CZ-0004-05,8,,,,,,65801,51334,0,0,,OPEN
IT,Operator Account,SMURFIT KAPPA ANIA PAPER,372,IT-A-575,9,,,,,,65763,54344,0,0,,OPEN
DE,065 Düsseldorf Heizwerk + BHKW,Kesselanlage Werk Düsseldorf,1245,14310-0689,20,,,,,,65726,35644,0,0,,OPEN
NL,TUI Airlines Nederland BV,30852,201627,NL-201000103,10,,,,,,65708,35820,0,0,,OPEN
DE,Kontinuierliche Drahtstraße,Kontinuierliche Drahtstraße,202674,14226-0010,25,,,,,,65656,63044,0,0,,OPEN
ES,Fábrica Azucarera de Olmedo,Fábrica Azucarera de Olmedo,897,ES064701001051,20,,,,,,65654,65175,0,0,,OPEN
DE,1373 - Anlagenkonto,Trocknung Werk Zielitz,1355,14310-0810,20,,,,,,65622,53028,0,0,,OPEN
FR,SKPRF Usine de Saillat-sur-Vienne,SKPRF Usine de Saillat-sur-Vienne,331,6000314,35,,,,,,65598,59736,0,0,,OPEN
IT,Operator Account,Stabilimento di Itri,819,IT-A-1226,30,,,,,,65400,81023,0,0,,OPEN
IT,CALCE BARATTONI,Stabilimento di Schio,205395,IT-A-2365,30,,,,,,65324,-1,-1,-1,,OPEN
NL,Emerald Kalama Chemical B.V.,Emerald Kalama Chemical B.V.,110,NL-200400077,42,,,,,,65320,116225,0,0,,OPEN
IT,Operator Account,Co.Pro.B. Zuccherificio e raffineria di Minerbio,341,IT-A-524,1,,,,,,65317,52976,0,0,,OPEN
NL,Dow Benelux B.V. BKG 8,Dow Benelux B.V. BKG 8,204687,NL-200400084G,42,,,,,,65315,70482,0,0,,OPEN
FR,Quotas CO2 CHEVRIERES,Sucrerie de Chevrières,25,5101029,20,,,,,,65306,45456,0,0,,OPEN
IT,Marazzi Group - Casiglie,MARAZZI Stabilimento Casiglie,202160,IT-A-2191,32,,,,,,65287,38698,0,0,,OPEN
PT,71-Celbi,Celbi,53,48,35,paper,5368,1.04,,0.97,65259,78544,0,0,,OPEN
RO,S.C.AUTOMOBILE DACIA S.A.,SC Automobile Dacia SA,49,RO-72-2013,20,paper,,,,,65190,42379,0,0,,OPEN
ES,Cogeneración Gequisa,Cogeneración Gequisa,765,ES190101000901,20,paper,,,,,65181,42796,0,0,,OPEN
FR,Quotas CO2 La Rochette Venizel,LA ROCHETTE VENIZEL - SAICA PAPER FRANCE,22,5100757,35,paper,,,,,65044,57123,0,0,,OPEN
IT,Operator Account,UNITA' PRODUTTIVA DI SPRESIANO,260,IT-A-327,30,,,,,,65022,83442,0,0,,OPEN
FR,ArcelorMittal Atlantique Lorraine - Mardyck,ArcelorMittal Atlantique Lorraine - Mardyck,955,7000955,20,,,,,,65007,70406,0,0,,OPEN
NL,Cargill B.V. Sojafabrieken Amsterdam,Cargill B.V. Sojafabrieken Amsterdam,51,NL-200400295,1,,,,,,64984,55429,0,0,,OPEN
AT,Zementwerk Leube - Kalkwerk Golling,Kalkwerk Tagger (Leube) Golling,203,IKA124,30,,,,,,64894,112965,1027,0,,25-jun-15
NL,Albemarle Catalysts Company B.V.,Albemarle Catalysts Company B.V.,126,NL-200400171,1,,,,,,64877,68831,0,0,,OPEN
FR,CPTE EDF - St Martin 2,EDF - St Martin 2,1113,22100164,20,,,,,,64828,-1,-1,-1,,OPEN
BE,235 Raffinerie Tirlemontoise Wanze,Raffinerie Tirlemontoise Wanze,235,WAI121P005,20,,,,,,64825,50562,0,0,,OPEN
SK,Chemes a.s. Humenné,CHEMES a.s. Humenné prevádzka Tepláre?,61,702-001-2012,20,,,,,,64809,49136,0,0,,OPEN
GB,GB-ETS-N-20004,Arjo Wiggins Fine Papers Ltd,946,UK-S-IN-12361,36,,,,,,64776,20964,0,0,,OPEN
IT,Riva Acciaio S.p.A - Lesegno,RIVA Acciaio - Stabilimento di Lesegno,58,IT-A-70,5,,,,,,64760,65571,0,0,,OPEN
AT,Vetropack Kremsmünster,Vetropack Kremsmünster,11,IGL172,31,,,,,,64647,63780,0,0,,OPEN
GB,Operator Account,Tata Steel Colors,424,UK-W-IN-11752,20,,,,,,64587,85390,0,0,,OPEN
SE,INOVYN Sverige AB,Hydro Polymers AB,369,14-563-054710-2004,1,,,,,,64572,52905,0,0,,OPEN
NL,O-I Manufacturing Netherlands B.V. vestiging Schiedam,O-I Manufacturing Netherlands B.V. vestiging Schiedam,133,NL-200400229,31,,,,,,64527,56569,0,0,,OPEN
FR,SUCRERIE DE ROYE,SAINT LOUIS SUCRE - Etablissement de Roye,57,5102505,1,,,,,,64485,43020,0,0,,OPEN
FR,Cpte de dépôt Usine de Saint Romain Le Puy,ST GOBAIN EMBALLAGE Usine de Saint Romain Le Puy,406,6103493,31,,,,,,64442,62300,0,0,,OPEN
NL,Aviko B.V. vestiging Steenderen,Aviko B.V. vestiging Steenderen,50,NL-200400099,1,,,,,,64385,39974,0,0,,OPEN
DE,Rockwool Werk Gladbeck,Werk Gladbeck,3898,14255-0003,33,,,,,,64192,72244,0,0,,OPEN
ES,BUNGE IBERICA S.A. - Fábrica de Barcelona,MILLENNIUM BARCELONA,828,ES080801000974,20,,,,,,64114,35743,0,0,,OPEN
NL,NAM B.V. locatie L9-FF-1,NAM B.V. locatie L9-FF-1,205895,NL-200400279,20,,,,,,64059,54049,0,0,,OPEN
DE,598 - Anlagenkonto,Anlage zur Herstellung von Karton,580,14280-0093,36,,,,,,64015,48758,0,0,,OPEN
IT,CONTO ETS COOPIMOLA CORRECCHIO,COOPERATIVA CERAMICA D'IMOLA SC - STABILIMENTO 2,202022,IT-A-2158,32,,,,,,63957,59338,0,0,,OPEN
GB,Brent Bravo,Brent Bravo,705,GB-DTI8700,20,,,,,,63918,29124,0,0,,OPEN
SE,Ardagh Glass Limmared AB,Ardagh Glass Limmared AB,413,14-563-050996-2004,7,,,,,,63898,50625,0,0,,OPEN
DE,AIR LIQUIDE Deutschland GmbH,Synthesegasanlage Oberhausen,202381,14611-0008,43,,,,,,63888,112001,0,0,,OPEN
GB,Teeside Integrated Iron & Steel Works,Teesside Integrated Iron & Steel Works,330,UK-E-IN-13293,25,,,,,,63885,66328,0,0,,08-MAY-15
GB,Operator Account,Point of Ayr Terminal,65,UK-W-IN-13016,20,,,,,,63873,22135,0,0,,OPEN
IT,Operator Account,MINERMIX S.R.L.,740,IT-A-1121,6,,,,,,63865,128551,0,0,,OPEN
ES,Nuevos Productos Cerámicos S.A.,Nuevos Productos Cerámicos S.A.,538,ES101208000628,32,,,,,,63806,34094,0,0,,OPEN
GR,DEISYRO,??? ?????,28,17-jan,20,,,,,,63778,-1,-1,-1,,OPEN
LU,20 - Centrale énergétique (Dupont de Nemours),"Centrale énergétique ""Power""",2,EQE200502,20,,,,,,63742,68161,0,0,,OPEN
PT,"Sociedade Portuguesa do Ar Líquido ""ARLIQUIDO"" LDA",Centro de Produção de Estarreja,203829,294,43,,,,,,63737,35602,0,0,,OPEN
DE,VESTOLIT GmbH,VC-Anlage,203190,14616-0020,42,,,,,,63707,72506,0,0,,OPEN
CZ,ArcelorMittal Tubular Prod,ArcelorMittal Tubular Products Ostrava,410,CZ-0435-07,5,,,,,,63701,6829,0,0,,OPEN
DE,Anlagenkonto thyssenkrupp Rasselstein GmbH,Kaltwalzwerk 2 mit Nebenanlagen,203459,14226-0046,25,,,,,,63653,69027,0,0,,OPEN
ES,Saint Gobain Vicasa S.A. - Verallia Zaragoza,Saint Gobain Vicasa S.A. - Verallia Zaragoza,194,ES025007000208,31,,,,,,63631,50359,0,0,,OPEN
PL,Kot?ownia zak?adowa Brzeg,Kot?ownia zak?adowa Brzeg,303,PL-0509-05,20,,,,,,63622,24004,0,0,,OPEN
